title,sub_title,Rank,Horse / Owner,Points,Total Comps
2021 Points Display,CHILDRENS JUMPER-LOW,20,PSALMS 23/ TWIN BAYS STABLE LLC - CT,45,(9 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,21,"REYKJAVIK/ PICKARD, EMMA - CT",41,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,22,"90210/ LEMOINE, DEVON - CT",36,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,23,"TRIOMPHE/ LANGMEIER, LINDA - CT",35,(7 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,24,"AIRTIGHT/ MACDONOUGH, JULIA - NH",33,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,PRIMA DONNA/ STARBUCK EQUESTRIAN - CT,33,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,26,"BOB/ KENNEDY, ELIZABETH - MA",31,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"ENERO/ MICHAELSON, DEVON - MA",31,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,28,"VALOR/ CORROON, KATERINA - CT",29,(4 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"WROCKETEER/ PARSONS, NATALIE - CT",29,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,30,"DONDOCTRO RYAL K/ DANZA, ANGELO - NY",26,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"HARLEY GOLDSMITH/ MAHER, CATHERINE - CT",26,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"VDL TOMMY/ KENNEY, MARIANNE - MA",26,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,33,"TRATTORIA MASSUERE/ JACKSON, GRACE - MA",25,(4 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,34,"LADY M/ HAKIM, BARBARA - CT",23,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"MTM CHANEL/ LORUSSO, ISABELLA - MA",23,(5 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,36,INXS/ TIBRI LLC - RI,22,(5 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,37,"O FIONNAGAN Z/ MCMILLAN, ISOBEL - CT",21,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"PARIS Z/ GRECO, GABRIELLA - CT",21,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,39,"CARLOS/ WRIGHT START OUTSOURCING, LLC - CT",18,(4 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,40,BELIEVABLUE/ CHRISTIAN COYLE SHOW STABLES - FL,17,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,41,"BILLYBOY/ NEW ENGLAND EQUESTRIAN, LLC - MA",16,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"CADENCE/ DINAN, COURTNEY - MA",16,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"CHARLIE'S BOOMERANG/ KIELCZEWSKA, MARY - MA",16,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,44,"CLARISSA 165/ CHIARA, MARTINA - RI",15,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"FE BOOGIE WOOGIE/ LOVALLO , SARAH - MA",15,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"KEOPS VAN DE BEGIJNAKKER/ TAYLOR, APRIL - VT",15,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"MEMPHIS/ BUDOVSKY, MORGAN - MA",15,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"OPPORTUNITY KNOCKS/ EXNER, CASSIDY - NH",15,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,49,CURTIS 57/ JELINEK JUMPERS - CT,14,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"KT FOREST/ FRIGON, MIA - MA",14,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,51,"DIMI/ PLAISTED, STEPHANIE - ME",12,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"HORATIO Z/ SALLABERRY, OLIVIA - CT",12,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"LORD GREY 2/ EQUVENTURES, LLC - CT",12,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,54,"AUTHENTIC/ SETH, RYAN - CT",10,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"I'M YOUR VENUS/ MORDAS, ALEXA - MA",10,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,RIO'S LATTE/ STARBUCK EQUESTRIAN - CT,10,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,57,"BALTIMORE/ DOGANI, ARIADNE - MA",9,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"CARUSO/ FOSTER, ELOISE - CT",9,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,MANHATTAN/ HAZELBROOK FARM - MA,9,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"TAUBER VAN HET KAPELHOF/ MEJIA FANJUL, LUCAS - CT",9,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,ZILVER POMME VDL/ STARBUCK EQUESTRIAN - CT,9,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,62,"CHABALOU/ BAILEY, CARA - VT",8,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"DONOVAN/ DORRANCE, DAWN - MA",8,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"EINDELIJK/ EXNER, JILL - NH",8,(3 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"VIVA DE REVE/ DEVLIN, ABIGAIL - MA",8,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,66,"ALL'S WELL/ RAYMOND, MEGAN - MA",7,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,C.J./ HAZELBROOK FARM - MA,7,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"CORRIADO/ BONACORSI, MIA - MA",7,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"DITTO DU PONT LE TOT/ MACDONALD, JACKIE - MA",7,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"RIO'S MOCHA/ SEGALMAN, ABBY - CT",7,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,71,"CASSIUS CLAY/ BEZIO, ANNIKA - KS",6,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,DIASANDRO/ GRASMERE FARM - CT,6,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"ORLEANS/ FLETCHER, EMMA - MA",6,(2 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,PADDINGTON BEAR/ CLADDAGH RIDGE EQUESTRIAN CENTER - CT,6,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,75,"COLOURLINE/ CARLTON, ALEXANDRA - CT",5,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"HABIBI VD HAZELHOF/ POPE, ELLI - ME",5,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"HAIJ DUK/ BURKE, JENNIFER - MA",5,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,,"HIGHLIGHT VAN MOLGA/ KENNEDY, AIDAN - MA",5,(1 comps)
2021 Points Display,CHILDRENS JUMPER-LOW,79,"KEARNEY BOY/ HILL, KELSEY - VT",4,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,1,"HEY JUDE/ MULHERN, MICHALA - MA",246,(6 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,2,"LJS INTRINSIC/ BELCOURT, MATTHEW - CT",206,(9 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,3,"I AM WHAT I AM/ BECHER, FREDERICK - CT",143,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,4,CARNOUSTIE/ WESTBROOK HUNT CLUB - CT,142,(8 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,5,"GRASP THE LAUREL/ ANDERSON, GRETCHEN - NH",96,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,6,"MTM MAYFEST/ DOMINGUEZ, CHRISTIAN - RI",91,(6 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,7,"GANGSTERLINUS/ VAN METER, JACQUELINE - CT",86,(6 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,8,"LIBELLE/ GELLIS, AMANDA - VT",85,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,9,"KABUKI/ RUSSELL, AMY - MA",83,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,10,"PIXAR/ DELUCA, KRISTIN - CT",79,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,11,"HIMALAYA/ DELANEY, SHANNON MARIE - NH",78,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,12,VDL ENNI/ OAK MEADOW FARM - CT,66,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,13,"KATARA/ GAGLIARDI, SHERRY - CT",62,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,14,CHLOEA VAN DE ZUUTHOEVE/ STARBUCK EQUESTRIAN - CT,56,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,15,"RIVER WEST/ DION, JENNY - MA",54,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,16,"DOMINIQUE/ EQUINE INITIATIVE, LLC - MA",53,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,17,"KING KONG/ SCHOEN, AMANDA - CT",52,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,18,"LAGO DI GARDA/ PARADISE, KRISTEN - CT",49,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,19,"MAXIMA 103/ VAN METER, JACQUELINE - CT",48,(6 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,20,"COLIBRI/ PRINCE, GREGORY - MA",47,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,21,"ANTIDOTE/ SMITH, KRISTI - CT",46,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"COLVINO/ JANSON, KIMBERLY - MA",46,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"NEVADA VAN HET KUNSELHOF/ PIERCE, STACEY - CT",46,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,24,BLUEGRASS/ SO FETCH SYNDICATE - MA,44,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,25,"EXBREAKER HERO Z/ LORUSSO-SMITH, CASEY - MA",43,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"VINIO DU GRANDCHEMIN/ MACLEAN, JILLIAN - MA",43,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,27,"FARADAY/ MIRARCHI, EMMALYN - MA",41,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"NOTORIOUS/ FARR, A. - CT",41,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,29,"ANTHEMIS DU MAQUIS/ JACKSON, GRACE - MA",40,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"COOL DESIGN 6/ RUHLING, JENNIFER - CT",40,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,31,"VINCENZO/ ALVAREZ, ARIANNA - CT",39,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"ZEBRANO/ LEBLANC, DANIELLE - CT",39,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,33,"A D   GINNIE W/ DANZA, ANGELO - NY",38,(16 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,34,"CLASS ACT/ WRIGHT, JENNIFER - CT",36,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,35,"'ROUND MIDNIGHT/ MAGGIN, ALICE  - CT",35,(9 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"COCO CHELLO/ GILBERT, EMILY ANNE - MA",35,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"NORTH MEADOW GRACE/ MANCARELLA, KATHERINE  - CT",35,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,38,"BRAZIL Z/ SROCZYNSKI, ANNA - RI",32,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"LEGITIMO/ CRANE, MARY C. - MA",32,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,40,"BE SPECIAL Z/ HEUBERGER, PAM - ME",30,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"LACIDIN/ SHELBURNE- DOUGLASS, JORDAN - ME",30,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"NADAL WARANDE Z/ MEACHAM, DESMOND - MA",30,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,43,"PS QUICK STUDY/ WROE, MAGGIE - CT",28,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,44,"FIBONACCA/ LANDINO, KRISTEN - CT",27,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,HEARTBEAT VAN DE DOORNHOEVE/ LARIMAR SHOW STABLES - CT,27,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,46,"AMBER SKY/ WALKER, JOHN - CT",25,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"CALINO-GZ/ STRITTMATTER, JACQUELINE - CT",25,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"FAVANTA I VAN DE RENVILLE HOEVE/ MALONEY, CAITLIN - MA",25,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,49,"KASSARA/ STREETER, SUZANNE - CT",23,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"KRAMER/ LEKACOS, MIRANDA - CT",23,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"STELLA BLUE/ MISHARA, ISABEL - MA",23,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,52,"CAVENDISH/ MASTRONI, MELISSA A. - CT",20,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"DELANEY/ CULBERTSON, CAITLYN - NH",20,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"QUENTIN/ ZIMBLE SHOW STABLES, LLC - MA",20,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,55,"CARDIOGRAAF/ CARLTON, ALEXANDRA - CT",19,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,56,"GOED ZO/ TOP STORY, LLC - CT",17,(8 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"WANTED K/ BARNES, KALI - MA",17,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,58,"D'ARTAGNAN/ REANEY, SUSAN KERN - NH",16,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"ZIROCC STEADY/ DAVIS, ANNIE - NH",16,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,60,DIAMOND HEIST/ JR HORSEMANSHIP - CT,15,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"HARLEM/ GRUPPOSO, OLIVIA - MA",15,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"HEAVEN G/ O'BELL, SUSAN - MA",15,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"RF BLACK PEARL/ CMJ SPORTHORSE, LLC - MA",15,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,64,"BILBO BAGGINS/ CRISOSTAMO, KAYLYN - MA",14,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,BIXBY WAY/ KJ EQUINE LLC - MA,14,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"FOREVER Z/ AVON, TIFFANY - CT",14,(6 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,67,"ARTHOS A. RIA/ VASIC, VIDA  - MA",13,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"COSMA 26/ VAN METER, JACQUELINE - CT",13,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,69,ANGELO/ CAPITAL EQUINE LLC - MA,12,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"MILADY DE SHALIMAR/ MCCOMISKEY, STEPHANIE - CT",12,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,71,"BOARDWALK EMPIRE/ DIPAOLO, GABRIELLA - MA",11,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"CARLOTTA DI SAN GIOVANNI/ EQUINE INITIATIVE, LLC - MA",11,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"ELDO INDO/ GRAY, KATIE - VT",11,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"ILLUMINATI SSE/ AVON, TIFFANY - CT",11,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,75,"CHUBBY/ SINGER, AMY GERSHMAN - CT",10,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,PSALMS 23/ TWIN BAYS STABLE LLC - CT,10,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,77,"DAVINCI/ HADLEY, CHARLOTTE - RI",9,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"DRAGONFLY/ ROSSI, SOFIA - FL",9,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"GNOCCHI/ COLLINS, ASHLEY - CT",9,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"GONZO Z/ HAYTHORN, REBECCA - CT",9,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,81,"GENTLEMAN CZ/ PRICE, MARGARET F. - CT",8,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"KID SANDINO/ KIGER, PHILIP - VT",8,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"LETS GO/ GREMLEY, PAMELA - MA",8,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"LORD LAVALL-K/ MCGEE, MARY - MA",8,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"VALOR/ CORROON, KATERINA - CT",8,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,86,"LAAVI/ ANAMATEROS, CHRISTOPHER - MA",7,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,ZIA/ WATERSHED FARM LLC - MA,7,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,88,"BROERE EXTASE/ CMJ SPORTHORSE, LLC - MA",6,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"DEXTER CHIN CHF/ OCONNELL, HEATHER - MA",6,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,ITRAN VAN'T GOOR Z/ 158 NORTH ST LLC - MA,6,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"OLIVER C/ SETIAN, SARA - CT",6,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"PAJAMA PARTY/ BLAKE, MADELINE - NH",6,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,93,"AKIMBO/ BELLIVEAU, LAUREN - NH",5,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"LAZAR/ MCKEE, EMILY - CT",5,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"NEW TO THE JOB/ DRASITES, ANDREA - CT",5,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,,"UNTOUCHABLE/ WOZNICA, LAUREN - CT",5,(2 comps)
2021 Points Display,ADULT AMATEUR JUMPER-LOW,97,"CHEILA Z/ MATTHEWS, ELIZABETH - MA",3,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,1,"REYKJAVIK/ PICKARD, EMMA - CT",444,(8 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,2,"KEOPS VAN DE BEGIJNAKKER/ TAYLOR, APRIL - VT",275,(8 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,3,INXS/ TIBRI LLC - RI,217,(7 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,4,"FELINE HBC/ MACKENZIE, EVA - CT",147,(16 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,5,"PARIS Z/ GRECO, GABRIELLA - CT",134,(12 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,6,"ROCK TAVERN/ FLETCHER, MICHAEL - MA",122,(9 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,7,"LORD GREY 2/ EQUVENTURES, LLC - CT",118,(7 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,8,"NORTON K/ LABRIE, MARIA - NH",105,(4 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,9,"OPPORTUNITY KNOCKS/ EXNER, CASSIDY - NH",103,(7 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,10,"HIGHLIGHT VAN MOLGA/ KENNEDY, AIDAN - MA",93,(7 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,11,"KT FOREST/ FRIGON, MIA - MA",87,(11 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,12,HIMEROS/ BAOMA CORP - MA,80,(2 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,13,"BARNEY RUBBLE/ HOCHBERG, EPHRAIM - MA",68,(5 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,14,S & L RUBY ROCKETTE/ BAOMA CORP - MA,64,(9 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,15,HH HYYERR CALLING/ KNIGHT TAKES ROOK LLC - MA,58,(3 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,,REARCROSS QUALITY CRUIZE/ BICKFORD HILL SHOW STABLES - MA,58,(5 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,17,"DJUMPSINA SFN/ BENARD, KATHERINE - ME",46,(3 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,18,ZILVER POMME VDL/ STARBUCK EQUESTRIAN - CT,45,(4 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,19,"QUINTESSENTIAL QUALITY/ SLEMMER, CYNTHIA - MA",39,(2 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,20,"FOREVER Z/ AVON, TIFFANY - CT",38,(3 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,21,"DIMI/ PLAISTED, STEPHANIE - ME",32,(2 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,22,CARTE BLANCHE/ STARBUCK EQUESTRIAN - CT,31,(3 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,23,POWERBALL/ R.C.G. FARM - CT,30,(2 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,24,"RIO'S MOCHA/ SEGALMAN, ABBY - CT",28,(4 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,25,"RAINBOW/ KENNEDY, AIDAN - MA",25,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,26,"STANDING OVATION/ WRIGHT START OUTSOURCING, LLC - CT",23,(3 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,27,"HIGH JYNX/ LUETJEN, ABIGALE - CT",21,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,28,"CARIFA/ MCQUILLAN, ZOE - NH",19,(4 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,29,"TRIOMPHE/ LANGMEIER, LINDA - CT",18,(4 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,30,"CARLOS/ WRIGHT START OUTSOURCING, LLC - CT",17,(4 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,,"MEMPHIS/ BUDOVSKY, MORGAN - MA",17,(2 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,32,"LEXICON VAN'T STEENTJE/ TRUESDALE, CAPRI - CT",16,(8 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,33,"VALEGRO 7/ HWALEK, KYLIE - CT",15,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,34,PSALMS 23/ TWIN BAYS STABLE LLC - CT,12,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,35,"OAKLEY/ FARUTIN, EVA - CT",9,(3 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,36,"MIRACLE MAX/ TAYLOR, APRIL - VT",7,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,37,"HIGHNESS/ SHEA, ELISABETH - CT",6,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,,"SERENDIPITY/ GUIDI, FRANCESCA - MA",6,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,39,"CADOR DES FORETS/ MCCOMISKEY, STEPHANIE - CT",5,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,,JIMMY JUMPER/ CELTIC PARK LLC - MA,5,(1 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,41,"CLARISSA 165/ CHIARA, MARTINA - RI",4,(5 comps)
2021 Points Display,CHILDRENS JUMPER-HIGH,,"COLOURLINE/ CARLTON, ALEXANDRA - CT",4,(1 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,1,"FORLAN D.F./ YATES-MACK, BARRETT E - MA",135,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,2,"ANTHEMIS DU MAQUIS/ JACKSON, GRACE - MA",98,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,3,"VINIO DU GRANDCHEMIN/ MACLEAN, JILLIAN - MA",96,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,4,BLUEGRASS/ SO FETCH SYNDICATE - MA,91,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,5,"QUALI QUANTI/ AMBER HILL FARM, LLC - MA",90,(6 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,6,"GIVEN/ MAOUNIS, LEXI - CT",89,(13 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,7,"ROCKABILLY/ WICKLUND, JORDAN - NH",76,(3 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,8,"DARIUS/ YATES-MACK, BARRETT E - MA",70,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,9,"MAXIMA 103/ VAN METER, JACQUELINE - CT",64,(9 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,10,"LEVISTAR/ BROWN, MELANIE - CT",60,(7 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,11,"IVARO V.D. BROUWERSHOEVE/ YATES-MACK, BARRETT E - MA",58,(8 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,12,"MTM MAYFEST/ DOMINGUEZ, CHRISTIAN - RI",56,(4 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,13,"CHUBBY/ SINGER, AMY GERSHMAN - CT",51,(5 comps)
2021 Points Display,ADULT AMATEUR JUMPER-HIGH,,"I WATCH/ STACY, MICHELLE - MA",51,(10 comps)
